answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3474,absa_sentiment_3474,absa_scores_3474,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,neutral,"RT @vecirex: Punkto E-Voting-#OpSec:
Graubünden sucht per Ausschreibung einen Betreiber E-Voting, der auch noch die Verifikationscodes druc…",punkto e voting opsec graubünden suchen per ausschreibung betreiber e voting verifikationscodes druc,,,,,,,,,,,,,"{'Punkto': 0, 'E-Voting-#OpSec': 0, 'Graubünden': 0, 'sucht': 0, 'per': 0, 'Ausschreibung': 0, 'einen': 0, 'Betreiber': 0.28, 'E-Voting': 0, 'der': 0.35, 'auch': 0.46, 'noch': 0, 'die': 0.35, 'Verifikationscodes': 0.465, 'druc': 0, '…': 0}",neutral,"[0.82619643, 0.16402781, 0.009775777]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @vecirex: .@ErichAschi mit ""Totalverbot für E-Voting soll breit diskutiert werden"" in der @NZZ:
https://t.co/jriU2Nmp3r
Plattform hier:…",totalverbot e voting breit diskutieren plattform,,,,,,,,,,,,,"{'mit': 0.18, 'Totalverbot': 0.14, 'für': 0, 'E-Voting': 0, 'soll': 0, 'breit': 0, 'diskutiert': 0.09, 'werden': 0, 'in': 0.09, 'der': 0.07, 'Plattform': 0.7, 'hier': 0.65, '…': 0}",positive,"[0.39589548, 0.13772184, 0.46638274]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @vecirex: Das Diskussionsforum zum Stopp von E-Voting findet sich hier:
https://t.co/aX2vTHqqtU
#CHvote #EVoting #NoEVoting https://t.co…",diskussionsforum stopp e voting finden chvote evoting noevoting,,,,,,,,,,,,,"{'Das': 0.05, 'Diskussionsforum': 0.07, 'zum': 0.045, 'Stopp': 0.05, 'von': 0, 'E-Voting': 0, 'findet': 0, 'sich': 0, 'hier': 0.04, 'CHvote': 0.22, 'EVoting': 0.78, 'NoEVoting': 1.0}",neutral,"[0.82099545, 0.11440171, 0.06460281]",,,,,,,,,,,,,,,,neutral
0.0,0.0,0.0,-1.0,negative,"RT @vecirex: Die @postschweiz im E-Voting-Propaganda-Modus:
https://t.co/PHEIis7s5c
Quellcode rausrücken: davor hat man panische Angst; Wah…",e voting propaganda modus quellcode rausrücken davor panische angst wah,,,,,,,,,,,,,"{'Die': 0.07, 'im': 0, 'E-Voting-Propaganda-Modus': 0, 'Quellcode': 0.225, 'rausrücken': 0.08, 'davor': 0, 'hat': 0, 'man': 0, 'panische': 0, 'Angst': 0, 'Wah': 1.0, '…': 0}",negative,"[0.1319685, 0.82484806, 0.043183513]",,,,,,,,,,,,,,,,negative
100.0,100.0,86.0,0.7,neutral,"RT @vecirex: Das war für E-Voting - auch schon in der Vergangenheit - natürlich alles kein Problem.
Da kommen ganz, ganz bestimmt keine #Ci…",e voting schon vergangenheit natürlich problem kommen ganz ganz bestimmen ci,,,,,,,,,,,,,"{'Das': 0.11, 'war': 0, 'für': 0.07, 'E-Voting': 0, 'auch': 0, 'schon': 0, 'in': 0.07, 'der': 0.11, 'Vergangenheit': 0.47, 'natürlich': 0, 'alles': 0, 'kein': 1.0, 'Problem': 0.12, 'Da': 0, 'kommen': 0, 'ganz': 0, 'bestimmt': 0.96, 'keine': 0, 'Ci': 0.46, '…': 0}",negative,"[0.18374373, 0.5109887, 0.30526754]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @dani_graf: Ein spezieller Fall ist geplante E-Voting-Initiative: Da kein referendumsfähiges Gesetz (!) vorliegt, braucht es einen Verfa…",speziell fall geplant e voting initiative referendumsfähiges gesetz vorliegen brauchen verfa,,,,,,,,,,,,,"{'Ein': 0.65, 'spezieller': 0.14, 'Fall': 0, 'ist': 0.46, 'geplante': 0.19, 'E-Voting-Initiative': 0, 'Da': 0, 'kein': 0.12, 'referendumsfähiges': 0, 'Gesetz': 0.44, 'vorliegt': 0.46, 'braucht': 0, 'es': 0.46, 'einen': 0.65, 'Verfa': 0, '…': 0}",neutral,"[0.67524946, 0.3102054, 0.014545133]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @vecirex: Gesprächsrunde @schweizerzeit zu E-Voting mit
- René Droz von https://t.co/w5z8rWfKiB
- @JorgoA der @PPSBE
- Henrique Schneide…",gesprächsrunde e voting rené droz henrique schneiden,,,,,,,,,,,,,"{'Gesprächsrunde': 0, 'zu': 0, 'E-Voting': 0, 'mit': 0.33, 'René': 0, 'Droz': 0.12, 'von': 0.14, 'der': 0.08, 'Henrique': 0.2, 'Schneide': 0, '…': 0}",neutral,"[0.6723506, 0.16083014, 0.16681919]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @ppsde: - Department für #Digitalisierung 
- Förderung von Medien- und #Datenkompetenz 
- Aufbau einer eigenen Supply Chain zur Hardware…",department digitalisierung förderung medien datenkompetenz aufbau eigen supply chain hardware,,,,,,,,,,,,,,,,"{'Department': 0.28, 'für': 0.06, 'Digitalisierung': 0, 'Förderung': 0, 'von': 0, 'Medien-': 0, 'und': 0.12, 'Datenkompetenz': 0.19, 'Aufbau': 0, 'einer': 0, 'eigenen': 0.05, 'Supply': 0.08, 'Chain': 0.06, 'zur': 0, 'Hardware': 0.08, '…': 0}",positive,"[0.11927931, 0.037002426, 0.84371823]",,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @LangstrumpfPipo: Unser Kartoffelparlament hat in dieser Session wieder unglaublich viele #Neuland- und #DigitalisierungsFAIL-Gesetze be…,kartoffelparlament session unglaublich neuland digitalisierungsfail gesetze be,,,,,,,,,,,,,,,,"{'Unser': 0.05, 'Kartoffelparlament': 0.065, 'hat': 0, 'in': 0.02, 'dieser': 0.02, 'Session': 0.08, 'wieder': 0.05, 'unglaublich': 0.12, 'viele': 0, 'Neuland-': 0, 'und': 0.18, 'DigitalisierungsFAIL-Gesetze': 0.9450000000000001, 'be': 0, '…': 0}",negative,"[0.0043077874, 0.9860699, 0.009622305]",,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"RT @LangstrumpfPipo: ""Wir müssen das Thema #Informationssicherheit als Voraussetzung einer erfolgreichen #Digitalisierung verstehen. Welche…",müssen thema informationssicherheit voraussetzung erfolgreich digitalisierung verstehen welch,,,,,,,,,,,,,,,,"{'Wir': 0.05, 'müssen': 0.065, 'das': 0, 'Thema': 0, 'Informationssicherheit': 0.105, 'als': 0.12, 'Voraussetzung': 0, 'einer': 0, 'erfolgreichen': 1.0, 'Digitalisierung': 0, 'verstehen': 0.1, 'Welche': 0.12, '…': 0}",positive,"[0.27130976, 0.0146689955, 0.71402127]",,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @ppsde: Alt-#Bundesrätin greift Ur-Piratenthemen in der #Digitalisierung auf. Wann wird sie Mitglied bei den #Piraten ?
Wann wirst DU Mi…",alt bundesrätin greifen ur piratenthemen digitalisierung wann mitglied piraten wann mi,,,,,,,,,,,,,,,,"{'Alt-#Bundesrätin': 0.10750000000000001, 'greift': 0, 'Ur-Piratenthemen': 0, 'in': 0.65, 'der': 0.05, 'Digitalisierung': 0, 'auf': 0, 'Wann': 0.03, 'wird': 0.03, 'sie': 0.04, 'Mitglied': 0.04, 'bei': 0, 'den': 0.05, 'Piraten': 0.13, 'wirst': 0.03, 'DU': 0, 'Mi': 0, '…': 0}",neutral,"[0.822405, 0.04887906, 0.12871598]",,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"RT @CCC_CH: Coronakrise/Digitalisierung - @vecirex auf @20min zum #CovidZertifikat als ""Freiheitspass"":

«Zu normalisieren, dass man seine…",coronakrise digitalisierung covidzertifikat freiheitspass normalisieren,,,,,,,,,,,,,,,,"{'Coronakrise': 0, 'Digitalisierung': 0, 'auf': 0.19, 'zum': 0.075, 'CovidZertifikat': 0, 'als': 0.06, 'Freiheitspass': 0.11000000000000001, '«': 0, 'Zu': 0, 'normalisieren': 0, 'dass': 0, 'man': 0, 'seine': 0, '…': 0}",negative,"[0.40074906, 0.5195238, 0.079727165]",,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @CCC_CH: Digitalisierung/Privacy/Security - solche Grundsätze &amp; konkrete Möglichkeiten, sich einzubringen, können täglich am @CyberStamm…",digitalisierung privacy security grundsätze amp konkrete möglichkeiten einbringen täglich,,,,,,,,,,,,,,,,"{'Digitalisierung': 0, 'Privacy': 0.13, 'Security': 0.09, 'solche': 0.35, 'Grundsätze': 0.11, 'amp': 0.07, 'konkrete': 0.07, 'Möglichkeiten': 0.04, 'sich': 0, 'einzubringen': 0, 'können': 0.03, 'täglich': 0, 'am': 0, '…': 0}",positive,"[0.0057931645, 0.004017652, 0.99018914]",,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"RT @PascalFouquet: Hoffen wir, dass das #eIDnein der Startschuss einer neuen #Digitalpolitik der #Schweiz ist. Digitalisierung muss primär…",hoffen eidnein startschuss neu digitalpolitik schweiz digitalisierung primär,,,,,,,,,,,,,,,,"{'Hoffen': 0.13, 'wir': 0, 'dass': 0.06, 'das': 0.06, 'eIDnein': 0, 'der': 0.05, 'Startschuss': 0.07, 'einer': 0, 'neuen': 0.08, 'Digitalpolitik': 0.135, 'Schweiz': 0.08, 'ist': 0.09, 'Digitalisierung': 0, 'muss': 0, 'primär': 0, '…': 0}",neutral,"[0.7927444, 0.032232177, 0.17502347]",,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @PascalFouquet: Bei #eIDnein stimmen wir darüber ab, ob von Digitalisierung die Zivilgesellschaft oder Unternehmen massgeblich profitier…",eidnein stimmen darüber ab digitalisierung zivilgesellschaft unternehmen massgeblich profitier,,,,,,,,,,,,,,,,"{'Bei': 0.05, 'eIDnein': 0, 'stimmen': 0, 'wir': 0, 'darüber': 0, 'ab': 0, 'ob': 0, 'von': 0.46, 'Digitalisierung': 0, 'die': 0, 'Zivilgesellschaft': 0.19, 'oder': 0.06, 'Unternehmen': 0, 'massgeblich': 0, 'profitier': 0, '…': 0}",neutral,"[0.5054501, 0.027154662, 0.4673952]",,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"@fdp_zh @RuediNoser Die versammelte Digitalkompetenz der FDP trifft sich in einer Besenkammer.
Die Ansprüche an eine gute Digitalisierung der Schweiz sind auf tiefem Niveau angelangt. 
#eIDnein https://t.co/1TpEncRLPd",versammeln digitalkompetenz fdp treffen besenkammer ansprüche gut digitalisierung schweiz tief niveau angelangt eidnein,,,,,,,,,,,,,,,,"{'Die': 0.05, 'versammelte': 0, 'Digitalkompetenz': 0.05, 'der': 0.05, 'FDP': 0.03, 'trifft': 0.03, 'sich': 0, 'in': 0.16, 'einer': 0, 'Besenkammer': 0, 'Ansprüche': 0, 'an': 0, 'eine': 0, 'gute': 0, 'Digitalisierung': 0, 'Schweiz': 0.1, 'sind': 0, 'auf': 0.42, 'tiefem': 0, 'Niveau': 0.03, 'angelangt': 0, 'eIDnein': 0.06}",positive,"[0.018045466, 0.17399454, 0.80796]",,,,,,,,,,,,,positive
75.0,75.0,71.0,0.35,negative,"RT @Piratenpartei: Is nich wahr!
Kaum predigen #PIRATEN das seit 14 Jahren - ZACK - schon wird reagiert.
#Digitalisierung",is nich wahren kaum predigen piraten seit jahren zack schon reagieren digitalisierung,,,,,,,,,,,,,,,,"{'Is': 0.06, 'nich': 0, 'wahr': 0.07, 'Kaum': 0, 'predigen': 0.06, 'PIRATEN': 0.04, 'das': 0.04, 'seit': 0, 'Jahren': 0.03, 'ZACK': 0.06, 'schon': 0, 'wird': 0, 'reagiert': 0, 'Digitalisierung': 1.0}",neutral,"[0.69782597, 0.042003725, 0.2601703]",,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @CCC_CH: Coronakrise/Digitalisierung - Kai vom Chaostreff Bern im @radio32ag kritisch zum Nutzen der #CoronaApp. https://t.co/GxPDq9m7B0…,coronakrise digitalisierung kai chaostreff bern kritisch nutzen coronaapp,,,,,,,,,,,,,,,,"{'Coronakrise': 0, 'Digitalisierung': 0, 'Kai': 0.13, 'vom': 0.15000000000000002, 'Chaostreff': 0.24, 'Bern': 0.07, 'im': 0, 'kritisch': 0.1, 'zum': 0.07, 'Nutzen': 0.09, 'der': 0.07, 'CoronaApp': 0.18}",positive,"[0.30048624, 0.08279697, 0.6167168]",,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"RT @pEpFoundation: Stiftungsrat @vecirex - sechs Punkte zu guter #Digitalisierung:

1. Abschaffung Massenüberwachung
2. Beendigung Internet…",stiftungsrat sechs punkte gut digitalisierung abschaffung massenüberwachung beendigung internet,,,,,,,,,,,,,,,,"{'Stiftungsrat': 0.08249999999999999, 'sechs': 0.11, 'Punkte': 0.2, 'zu': 0, 'guter': 0, 'Digitalisierung': 0, '1.': 0, 'Abschaffung': 0.14, 'Massenüberwachung': 0.065, '2.': 0, 'Beendigung': 0.07, 'Internet': 0.06, '…': 0}",positive,"[0.006486664, 0.0039376942, 0.9895756]",,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @ppsde: Einige Parteien versuchen gerade in letzer Minute in Punkto Digitalisierung zu punkten. Das Schaubild zeigt wie alle etablierten…,parteien versuchen gerade letzer minute punkto digitalisierung punkten schaubild zeigen all etablieren,,,,,,,,,,,,,,,,"{'Einige': 0.1, 'Parteien': 0.11, 'versuchen': 0.11, 'gerade': 0, 'in': 0.12, 'letzer': 0.05, 'Minute': 0.13, 'Punkto': 0, 'Digitalisierung': 0, 'zu': 0.11, 'punkten': 0.19, 'Das': 0.05, 'Schaubild': 0, 'zeigt': 0, 'wie': 0, 'alle': 0, 'etablierten': 0.04, '…': 0}",neutral,"[0.9052634, 0.019801416, 0.07493526]",,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,"RT @vecirex: @Avenir_Suisse @digitalisierung @serduelt Was für eine #EVoting-Quittung? 

Man gibt einen Bestätigungscode ein, wenn man fert…",evoting quittung geben bestätigungscode fert,,,,,,,,,,,,,,,,"{'Was': 0, 'für': 0, 'eine': 0, 'EVoting-Quittung': 0.14, 'Man': 0, 'gibt': 0, 'einen': 0.17, 'Bestätigungscode': 0.37, 'ein': 0, 'wenn': 0, 'man': 0, 'fert': 0, '…': 0}",neutral,"[0.8939883, 0.03181326, 0.074198425]",,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"RT @PiratenBS_BL: Die #Piraten kämpfen für eine #Digitalisierung, an der alle teilhaben können. Nicht nur die grossen Internetkonzerne.

#V…",piraten kämpfen digitalisierung all teilhaben grossen internetkonzerne v,,,,,,,,,,,,,,,,"{'Die': 0.06, 'Piraten': 0.55, 'kämpfen': 0, 'für': 0.64, 'eine': 0, 'Digitalisierung': 0, 'an': 0, 'der': 0.06, 'alle': 0.18, 'teilhaben': 0.25, 'können': 0, 'Nicht': 0.12, 'nur': 0, 'die': 0.06, 'grossen': 0, 'Internetkonzerne': 0, 'V': 0.05, '…': 0}",neutral,"[0.83095396, 0.029856099, 0.13918991]",,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"RT @PiratenBS_BL: Höchste Zeit, das die #Piraten ins #Parlament einziehen!
#Datenschutz und #Digitalisierung gehören zu unseren Kernkompete…",hoch zeit piraten parlament einziehen datenschutz digitalisierung gehören kernkompete,,,,,,,,,,,,,,,,"{'Höchste': 0, 'Zeit': 0.02, 'das': 0, 'die': 0.03, 'Piraten': 0.06, 'ins': 0, 'Parlament': 0.05, 'einziehen': 0, 'Datenschutz': 0, 'und': 0.46, 'Digitalisierung': 0, 'gehören': 0, 'zu': 0.02, 'unseren': 0.12, 'Kernkompete': 0.11, '…': 0}",positive,"[0.0031221919, 0.0016211751, 0.9952566]",,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,RT @jcfrick: Während am #Digitaltag19 vor allem die Vorteile der Digitalisierung hervorgehoben werden aktivieren @Swisscom_de und Co. heute…,digitaltag19 vorteile digitalisierung hervorheben aktivieren co heute,,,,,,,,,,,,,,,,"{'Während': 0.14, 'am': 0, 'Digitaltag19': 0.29, 'vor': 0, 'allem': 0, 'die': 0.54, 'Vorteile': 0, 'der': 0.54, 'Digitalisierung': 0, 'hervorgehoben': 0, 'werden': 0, 'aktivieren': 0.23, 'und': 0.13, 'Co.': 0, 'heute': 0.23, '…': 0}",positive,"[0.0032931054, 0.0021906684, 0.9945162]",,,,,,,,,,,,,positive
25.0,0.0,14.0,-0.5,negative,"RT @PascalFouquet: Erschreckend fand ich aber, wie wenige Fragen zur Digitalisierung gestellt wurden. Seit Jahren nimmt die Digitalpolitik…",erschrecken finden wenig fragen digitalisierung stellen seit jahren nehmen digitalpolitik,,,,,,,,,,,,,,,,"{'Erschreckend': 0, 'fand': 0.25, 'ich': 0.11, 'aber': 0.2, 'wie': 0.12, 'wenige': 0.08, 'Fragen': 0.1, 'zur': 0, 'Digitalisierung': 0, 'gestellt': 0, 'wurden': 0, 'Seit': 0, 'Jahren': 0.26, 'nimmt': 0, 'die': 0, 'Digitalpolitik': 0.61, '…': 0}",neutral,"[0.5728459, 0.31616265, 0.110991575]",,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,"RT @digiges_ch: «Das Ende von #eVoting ist für die Digitalisierung der Schweiz kein Rückschlag, sondern vielmehr eine Befreiung.» (@barjack…",ende evoting digitalisierung schweiz rückschlag vielmehr befreiung,,,,,,,,,,,,,,,,"{'«': 0, 'Das': 0, 'Ende': 0, 'von': 0, 'eVoting': 0, 'ist': 0, 'für': 0, 'die': 0, 'Digitalisierung': 0, 'der': 0, 'Schweiz': 0, 'kein': 0, 'Rückschlag': 0, 'sondern': 0, 'vielmehr': 0, 'eine': 0, 'Befreiung': 0, '»': 0, '…': 0}",neutral,"[0.64373374, 0.028871056, 0.32739523]",,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"RT @vecirex: Ein gutes Beisplel für komplett sinnfreie Digitalisierung, die rein dem Profitstreben und der Kontrolle dient. https://t.co/LI…",gutes beisplel komplett sinnfreie digitalisierung rein profitstreben kontrolle dienen,,,,,,,,,,,,,,,,"{'Ein': 0.06, 'gutes': 0.12, 'Beisplel': 0, 'für': 0.08, 'komplett': 0.41, 'sinnfreie': 1.0, 'Digitalisierung': 0, 'die': 0.06, 'rein': 0, 'dem': 0.06, 'Profitstreben': 0, 'und': 0.06, 'der': 0.06, 'Kontrolle': 0.09, 'dient': 0}",negative,"[0.0026393004, 0.98013294, 0.017227693]",,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @claudioluck: @BaselStadt @vecirex @CCC_CH @postschweiz @SRF @scytl @KPMG_CH ""Digitalisierung"" ist zu diffus für eine Diskussion. Automa…",digitalisierung diffus diskussion automa,,,,,,,,,,,,,,,,"{'Digitalisierung': 0, 'ist': 1.0, 'zu': 0, 'diffus': 0.12, 'für': 0.28, 'eine': 0, 'Diskussion': 0.23, 'Automa': 0.07, '…': 0}",negative,"[0.044494476, 0.9420447, 0.013460844]",,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,RT @CCC_CH: Cyber++ - die Konferenz der Kantonsregierungen tritt euphorisch für die totale Digitalisierung ein: so auch fürs #Cybervoting.…,cyber konferenz kantonsregierungen tritt euphorisch totale digitalisierung fürs cybervoting,,,,,,,,,,,,,,,,"{'Cyber++': 0, 'die': 0.03, 'Konferenz': 0.06, 'der': 0.03, 'Kantonsregierungen': 0.07, 'tritt': 0, 'euphorisch': 0.24, 'für': 0.07, 'totale': 1.0, 'Digitalisierung': 0, 'ein': 0, 'so': 0, 'auch': 0.11, 'fürs': 0.07, 'Cybervoting': 0.21, '…': 0}",positive,"[0.0020420514, 0.0015201245, 0.9964378]",,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @martinsteiger: «Politiker und Verwaltung […] tun […] alles, um eine erfolgreiche Digitalisierung der Schweiz zu verhindern.» https://t.…",politiker verwaltung tun erfolgreich digitalisierung schweiz verhindern,,,,,,,,,,,,,,,,"{'«': 0, 'Politiker': 0, 'und': 0, 'Verwaltung': 0, '…': 0, 'tun': 0, 'alles': 0, 'um': 0, 'eine': 0, 'erfolgreiche': 0, 'Digitalisierung': 0, 'der': 0, 'Schweiz': 0, 'zu': 0, 'verhindern': 0, '»': 0}",positive,"[0.3185438, 0.1346468, 0.5468094]",,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @glpzh: https://t.co/xcCzObcBku

""wir fordern vor allem auch eine Digitalisierung mit Herz und Verstand. Und unser Verstand sagt «E-Voti…",fordern digitalisierung herz verstehen verstehen sagen e voti,,,,,,,,,,,,,,,,"{'wir': 0, 'fordern': 1.0, 'vor': 0, 'allem': 0, 'auch': 0.74, 'eine': 0, 'Digitalisierung': 0, 'mit': 0.27, 'Herz': 0.31, 'und': 0.19, 'Verstand': 0, 'Und': 0.19, 'unser': 0.12, 'sagt': 0, '«': 0, 'E-Voti': 0, '…': 0}",positive,"[0.0053033265, 0.0025138853, 0.9921828]",,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @leyrer: Wörter, die signalisieren, dass du keine Ahnung hast, wovon du sprichst:
Cyber*
Blockchain
Digitalisierung
Internetsperren
Küns…",wörter signalisieren ahnung wovon sprechen cyber blockchain digitalisierung internetsperren küns,,,,,,,,,,,,,,,,"{'Wörter': 0.06, 'die': 0, 'signalisieren': 0.13, 'dass': 0.03, 'du': 0, 'keine': 0, 'Ahnung': 0.03, 'hast': 0, 'wovon': 0.045, 'sprichst': 0, 'Cyber': 0.15, 'Blockchain': 0.43, 'Digitalisierung': 1.0, 'Internetsperren': 0.7, 'Küns': 0, '…': 0}",negative,"[0.062396687, 0.89757323, 0.04003008]",,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @LangstrumpfPipo: ""Streitpunkte sind die Missachtung fundamentaler Anforderungen wie Menschenrechte, Umweltschutz und Garantie der Priva…",streitpunkte missachtung fundamental anforderungen menschenrechte umweltschutz garantie priva,,,,,,,,,,,,,,,,,,,"{'Streitpunkte': 0.2375, 'sind': 0.67, 'die': 0.65, 'Missachtung': 1.0, 'fundamentaler': 0.3, 'Anforderungen': 0, 'wie': 0, 'Menschenrechte': 0.185, 'Umweltschutz': 0.345, 'und': 0.17, 'Garantie': 0.19, 'der': 0.65, 'Priva': 0, '…': 0}",positive,"[0.052179415, 0.2737957, 0.6740249]",,,,,,,,,,neutral
100.0,100.0,100.0,0.9,negative,"@RTSinfo Die Sicherheit sei also weiterhin kein Problem, das System wird noch mindestens ein Jahr weitergenutzt und ohne Geld gibt es auch keine weiteren Updates geschweige denn öffentliche Specs &amp; Codes ... 
So bitte nicht, am besten sofort abschalten und #NoEVoting unterstützen.",sicherheit weiterhin problem system mindestens jahr weitergenutzt geld geben weit updates geschweige öffentlich specs amp codes bitte gut sofort abschalten noevoting unterstützen,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.04, 'Sicherheit': 0, 'sei': 0.01, 'also': 0, 'weiterhin': 0, 'kein': 0.04, 'Problem': 1.0, 'das': 0, 'System': 0.04, 'wird': 0.05, 'noch': 0.41, 'mindestens': 0.025, 'ein': 0, 'Jahr': 0.02, 'weitergenutzt': 0.015, 'und': 0.01, 'ohne': 0.02, 'Geld': 0.02, 'gibt': 0.02, 'es': 0.24, 'auch': 0, 'keine': 0, 'weiteren': 0.03, 'Updates': 0.02, 'geschweige': 0.015, 'denn': 0, 'öffentliche': 0.01, 'Specs': 0.02, 'amp': 0.01, 'Codes': 0.01, '...': 0, 'So': 0.03, 'bitte': 0, 'nicht': 0, 'am': 0, 'besten': 0.03, 'sofort': 0.02, 'abschalten': 0.01, 'NoEVoting': 0.08, 'unterstützen': 0.01}",positive,"[0.008651617, 0.0026971314, 0.9886513]",,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @srfnews: In #Luxemburg sind ab März 2020 die öffentlichen Verkehrsbetriebe für alle Nutzer der zweiten Klasse #gratis. Damit wird der K…,luxemburg ab märz öffentlich verkehrsbetriebe all nutzer zweit klasse gratis k,,,,,,,,,,,,,,,,,,,,,,,,,"{'In': 0.07, 'Luxemburg': 0.07, 'sind': 0, 'ab': 0, 'März': 0.05, 'die': 0.41, 'öffentlichen': 0.04, 'Verkehrsbetriebe': 0.14, 'für': 0.05, 'alle': 0, 'Nutzer': 0.1, 'der': 0.41, 'zweiten': 0.03, 'Klasse': 0.05, 'gratis': 0.08499999999999999, 'Damit': 0.07, 'wird': 0.09, 'K': 1.0, '…': 0}",positive,"[0.14531031, 0.03626179, 0.8184279]",,,,neutral
50.0,75.0,57.0,0.0,neutral,"Soweit sind wir in der Schweiz mit der #Hanf- und #Landwirtschaftspolitik: Absolut alles ist hier importiert ...
@coop_ch https://t.co/YfnhAoK054",soweit schweiz hanf landwirtschaftspolitik absolut importieren,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Soweit': 0.08499999999999999, 'sind': 0.08, 'wir': 0, 'in': 0.09, 'der': 0.29, 'Schweiz': 0.29, 'mit': 0.29, 'Hanf-': 0, 'und': 0.38, 'Landwirtschaftspolitik': 1.0, 'Absolut': 0.16, 'alles': 0.23, 'ist': 0.08, 'hier': 0.08, 'importiert': 0.36, '...': 0}",positive,"[0.013866337, 0.0020689499, 0.98406464]",neutral
