answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3415,absa_sentiment_3415,absa_scores_3415,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3446,absa_sentiment_3446,absa_scores_3446,absa_token_weights_3455,absa_sentiment_3455,absa_scores_3455,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3469,absa_sentiment_3469,absa_scores_3469,absa_token_weights_3472,absa_sentiment_3472,absa_scores_3472,absa_token_weights_3474,absa_sentiment_3474,absa_scores_3474,absa_token_weights_3475,absa_sentiment_3475,absa_scores_3475,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,neutral,RT @swissICT: In 2 Tagen ist es soweit. Die #Arbeitswelten Konferenz zum Thema «Lernen und Arbeiten im Zeitalter der Digitalisierung» geht…,tagen soweit arbeitswelten konferenz thema lernen arbeiten zeitalter digitalisierung gehen,,,,,,,,,,,,,,,,,,,,,,,,,"{'In': 0.04, '2': 0, 'Tagen': 0.06, 'ist': 0, 'es': 0, 'soweit': 0, 'Die': 0.05, 'Arbeitswelten': 0.04, 'Konferenz': 0.1, 'zum': 0.05, 'Thema': 0, '«': 0, 'Lernen': 0, 'und': 0, 'Arbeiten': 0, 'im': 0, 'Zeitalter': 0, 'der': 0, 'Digitalisierung': 0, '»': 0, 'geht': 0, '…': 0}",positive,"[0.4519852, 0.010506424, 0.5375084]",,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Die Zürcher Hochschulen starten erstmals eine gemeinsame Initiative, um ihre Anstrengungen im Bereich Digitalisierung zu intensivieren und miteinander zu verknüpfen.  https://t.co/t3YSrqQwAK #DIZH @KantonZuerich",zürcher hochschulen starten erstmals gemeinsam initiative anstrengungen bereich digitalisierung intensivieren miteinander verknüpfen dizh,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.21, 'Zürcher': 0, 'Hochschulen': 0.06, 'starten': 0, 'erstmals': 0.025, 'eine': 0, 'gemeinsame': 0, 'Initiative': 0.08, 'um': 0.02, 'ihre': 0.12, 'Anstrengungen': 0.56, 'im': 0, 'Bereich': 0, 'Digitalisierung': 0, 'zu': 0.06, 'intensivieren': 0.11, 'und': 0.06, 'miteinander': 0, 'verknüpfen': 0.11, 'DIZH': 0.09}",positive,"[0.18070152, 0.008826557, 0.8104719]",,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Was würdet ihr mit 150 Millionen machen? Wieso nicht ein Teil davon in ein ""Museum für Digitalisierung"" investieren, wo Virtual Reality, Blockchain und andere Zukunftsthemen erlebbar werden?

https://t.co/Gq1CZNYb78 @SalomeMller @tagi",millionen wieso teil davon museum digitalisierung investieren virtual reality blockchain zukunftsthemen erlebbar,,,,,,,,,,,,,,,,,,,,,,,,,"{'Was': 0, 'würdet': 0.14, 'ihr': 0, 'mit': 0.05, '150': 0, 'Millionen': 0, 'machen': 0.05, 'Wieso': 0, 'nicht': 0.09, 'ein': 0, 'Teil': 0.04, 'davon': 0.03, 'in': 0.09, 'Museum': 0.2, 'für': 0.12, 'Digitalisierung': 0, 'investieren': 0.1, 'wo': 0.39, 'Virtual': 0.07, 'Reality': 0.06, 'Blockchain': 0.11, 'und': 0.13, 'andere': 0, 'Zukunftsthemen': 0.11, 'erlebbar': 0, 'werden': 0}",positive,"[0.4689334, 0.038829476, 0.4922372]",,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"RT @Swisscanto: Asset Management und Digitalisierung - ist das bereits ein altes Ehepaar? Oder eine neue Liebe im Honeymoon? René Nicolodi,…",asset management digitalisierung bereits alt ehepaar neue lieb honeymoon rené nicolodi,,,,,,,,,,,,,,,,,,,,,,,,,"{'Asset': 0.16, 'Management': 0.2, 'und': 0.38, 'Digitalisierung': 0, 'ist': 0.08, 'das': 0, 'bereits': 0, 'ein': 0, 'altes': 0.08, 'Ehepaar': 0.13, 'Oder': 0.04, 'eine': 0, 'neue': 0.05, 'Liebe': 0.1, 'im': 0, 'Honeymoon': 0.07, 'René': 0, 'Nicolodi': 0.15, '…': 0}",positive,"[0.13478206, 0.014656335, 0.8505616]",,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @sosicles: Hammer! Meine kritischen Worte zu Anspruch und Wirklichkeit bei der #Digitalisierung in der Schweiz haben ziemlich unverdünnt…,hammer kritisch worte anspruch wirklichkeit digitalisierung schweiz ziemlich unverdünnt,,,,,,,,,,,,,,,,,,,,,,,,,"{'Hammer': 0, 'Meine': 0.08, 'kritischen': 0.09, 'Worte': 0.3, 'zu': 0, 'Anspruch': 0, 'und': 0.04, 'Wirklichkeit': 0.05, 'bei': 0, 'der': 0.05, 'Digitalisierung': 0, 'in': 0.03, 'Schweiz': 0.05, 'haben': 0.18, 'ziemlich': 0.4, 'unverdünnt': 1.0, '…': 0}",positive,"[0.12287694, 0.045013882, 0.83210915]",,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"RT @SchweizerMonat: Wie die Digitalisierung genutzt werden sollte, um Unternehmen und Bürgern einen effizienten Umgang mit Gesetzen, Erlass…",digitalisierung nutzen sollen unternehmen bürgern effizient umgang gesetzen erlass,,,,,,,,,,,,,,,,,,,,,,,,,"{'Wie': 0, 'die': 0, 'Digitalisierung': 0, 'genutzt': 0.23, 'werden': 0, 'sollte': 0.62, 'um': 0, 'Unternehmen': 0, 'und': 0.08, 'Bürgern': 0.08, 'einen': 0, 'effizienten': 0, 'Umgang': 0, 'mit': 0.06, 'Gesetzen': 0.05, 'Erlass': 0, '…': 0}",positive,"[0.018141758, 0.00742549, 0.97443277]",,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,71.0,0.175,neutral,"In der Stadt Zürich gibt es immer mehr Vorstösse und Projekte im Bereich der Digitalisierung. Das ist richtig und wichtig.

Uns von der FDP Stadt Zürich ist es ein Anliegen, dass in den verschiedenen Dienstabteilungen mit klaren Zielvorgaben gearbeitet wi…https://t.co/aXBq6nAGzC",stadt zürich geben immer mehr vorstösse projekte bereich digitalisierung richtig wichtig fdp stadt zürich anliegen verschieden dienstabteilungen klar zielvorgaben arbeiten wi,,,,,,,,,,,,,,,,,,,,,,,,,"{'In': 0.05, 'der': 0.17, 'Stadt': 0.06, 'Zürich': 0, 'gibt': 0.11, 'es': 0.11, 'immer': 0, 'mehr': 0.08, 'Vorstösse': 0, 'und': 0.09, 'Projekte': 0.09, 'im': 0, 'Bereich': 0, 'Digitalisierung': 0, 'Das': 0.17, 'ist': 0.11, 'richtig': 0, 'wichtig': 0.23, 'Uns': 0.12, 'von': 0, 'FDP': 0.14, 'ein': 0, 'Anliegen': 0, 'dass': 0.24, 'in': 0.05, 'den': 0.17, 'verschiedenen': 0, 'Dienstabteilungen': 0.20500000000000002, 'mit': 0.36, 'klaren': 0.51, 'Zielvorgaben': 0, 'gearbeitet': 0, 'wi': 0, '…': 0}",positive,"[0.019956943, 0.0025747346, 0.9774684]",,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,0.85,neutral,"Die FDP @mehblau will die Druckkosten der Stadt Zürich um 10 % senken. Die Partei, welche ständig nach Digitalisierung ruft, ist dagegen. @sven_zurich hat sicher eine schlaue Begründung dazu :). #grzh #budgetdebatte",fdp druckkosten stadt zürich senken partei welch ständig digitalisierung rufen dagegen sichern schlau begründung grzh budgetdebatte,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.03, 'FDP': 0.02, 'will': 0, 'die': 0.03, 'Druckkosten': 0.02, 'der': 0.03, 'Stadt': 0.01, 'Zürich': 0, 'um': 0.01, '10': 0, 'senken': 0.03, 'Partei': 0.09, 'welche': 0.09, 'ständig': 0, 'nach': 0, 'Digitalisierung': 0, 'ruft': 0, 'ist': 0.07, 'dagegen': 0.03, 'hat': 0, 'sicher': 0, 'eine': 0, 'schlaue': 0, 'Begründung': 0.09, 'dazu': 0.01, 'grzh': 0.02, 'budgetdebatte': 0}",neutral,"[0.81778604, 0.09871367, 0.08350024]",,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"Vielen Dank @_BR_JSA für den wichtigen Einsatz für die Berufsbildung, den Freihandel und die Digitalisierung. Während im Süden Europas die Arbeitslosenquote gerade bei Jungen immer noch hoch ist, haben wir wirtschaftliche Krisen mit Bravour überstanden. Danke für alles 🙌",danken wichtig einsatz berufsbildung freihandel digitalisierung süden europas arbeitslosenquote gerade jung immer hoch wirtschaftlich krisen bravour überstehen danke,,,,,,,,,,,,,,,,,,,,,,,,,"{'Vielen': 0, 'Dank': 0.3, 'für': 0.05, 'den': 0.07, 'wichtigen': 1.0, 'Einsatz': 0, 'die': 0.07, 'Berufsbildung': 0.185, 'Freihandel': 0.1, 'und': 0.16, 'Digitalisierung': 0, 'Während': 0.07, 'im': 0, 'Süden': 0, 'Europas': 0.03, 'Arbeitslosenquote': 0.07, 'gerade': 0, 'bei': 0, 'Jungen': 0.05, 'immer': 0, 'noch': 0.04, 'hoch': 0.04, 'ist': 0.04, 'haben': 0.185, 'wir': 0, 'wirtschaftliche': 0.05, 'Krisen': 0.07, 'mit': 0.03, 'Bravour': 0, 'überstanden': 0, 'Danke': 0.055, 'alles': 0.06}",positive,"[0.0010527937, 0.0015662962, 0.9973809]",,,,,,,,,,,,,,,,,,,,,,positive
50.0,25.0,28.0,-0.15,neutral,"Die SVP Stadt Zürich beschwert sich stets über eine hohe Regulierungsdichte, stellt aber einen Ablehnungsantrag zu unserem Postulat zur Digitalisierung des Baubewilligungsverfahrens. Bravo 😅 https://t.co/I9FCbpE1mx https://t.co/F1ASKxiFLX",svp stadt zürich beschweren stets hoch regulierungsdichte stellen ablehnungsantrag postulat digitalisierung baubewilligungsverfahrens bravo,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.09, 'SVP': 0, 'Stadt': 0.01, 'Zürich': 0, 'beschwert': 0, 'sich': 0, 'stets': 0.03, 'über': 0, 'eine': 0, 'hohe': 0, 'Regulierungsdichte': 0.03, 'stellt': 0, 'aber': 0.03, 'einen': 0.02, 'Ablehnungsantrag': 0, 'zu': 0.24, 'unserem': 0.16, 'Postulat': 0.68, 'zur': 0.16499999999999998, 'Digitalisierung': 0, 'des': 0, 'Baubewilligungsverfahrens': 0.05500000000000001, 'Bravo': 0.05}",neutral,"[0.85859746, 0.07886382, 0.06253873]",,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"RT @Jungfreisinnige: Smarte Schweiz 4.0

Die Digitalisierung hat uns viel zu bieten – es bedarf aber endlich einem «openminded» Kulturwande…",smarte schweiz digitalisierung bieten bedarf endlich openminded kulturwande,,,,,,,,,,,,,,,,,,,,,,,,,"{'Smarte': 0.19, 'Schweiz': 0.13, '4.0': 0, 'Die': 0, 'Digitalisierung': 0, 'hat': 0, 'uns': 0.1, 'viel': 0.095, 'zu': 0.07, 'bieten': 0.14, '–': 0, 'es': 0, 'bedarf': 0, 'aber': 0, 'endlich': 0, 'einem': 0, '«': 0, 'openminded': 0, '»': 0, 'Kulturwande': 0, '…': 0}",positive,"[0.0071581574, 0.0042583896, 0.98858345]",,,,,,,,,,,,,,,,,,,,,,positive
75.0,75.0,71.0,0.3333333333333333,neutral,"Freue mich sehr, dass meine Motion durch den Ständerat (Zweitrat) z.H. des Bundesrats verabschiedet wurde. Dieser sieht einen Abbau von Bürokratie vor; weniger Ressourcenverschleiss und damit mehr Umweltschutz. 

Vorstoss: https://t.co/7hr4uN2eB6
Kontext: https://t.co/aHsGSwYLkd https://t.co/QEFM7SgyMe",freuen motion ständerat zweitrat z h bundesrats verabschieden sehen abbau bürokratie wenig ressourcenverschleiss mehr umweltschutz vorstoss kontext,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Freue': 0.02, 'mich': 0, 'sehr': 0.03, 'dass': 0.04, 'meine': 0.01, 'Motion': 0.03, 'durch': 0, 'den': 0.03, 'Ständerat': 0.025, 'Zweitrat': 0.02, 'z.': 0, 'H.': 0, 'des': 0, 'Bundesrats': 0.02, 'verabschiedet': 0.04, 'wurde': 0, 'Dieser': 0.07, 'sieht': 0, 'einen': 0.07, 'Abbau': 0, 'von': 0, 'Bürokratie': 0.1, 'vor': 0, 'weniger': 0, 'Ressourcenverschleiss': 0.06, 'und': 0.12, 'damit': 0.07, 'mehr': 1.0, 'Umweltschutz': 0.735, 'Vorstoss': 0.08, 'Kontext': 0.06}",positive,"[0.028580006, 0.01244058, 0.95897937]",,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"Innovation und Umweltschutz vereint: Der Nationalrat überweist einstimmig meine Motion ""Ressourcenverschleiss bei Verpackungen verkleinern. Verkauf von tiefgekühlten Lebensmitteln ohne Vorverpackung erlauben"" an den Ständerat. 

https://t.co/7hr4uN2eB6 #parlCH",innovation umweltschutz vereinen nationalrat überweisen einstimmig motion ressourcenverschleiss verpackungen verkleinern verkauf tiefgekühlt lebensmitteln vorverpackung erlauben ständerat parlch,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Innovation': 0.32, 'und': 0.34, 'Umweltschutz': 0.585, 'vereint': 1.0, 'Der': 0.03, 'Nationalrat': 0.14, 'überweist': 0.13, 'einstimmig': 0.29, 'meine': 0.08, 'Motion': 0.1, 'Ressourcenverschleiss': 0.04, 'bei': 0, 'Verpackungen': 0, 'verkleinern': 0, 'Verkauf': 0.03, 'von': 0, 'tiefgekühlten': 0.03, 'Lebensmitteln': 0.03, 'ohne': 0.01, 'Vorverpackung': 0, 'erlauben': 0.03, 'an': 0, 'den': 0.03, 'Ständerat': 0.0875, 'parlCH': 0.06}",positive,"[0.042410318, 0.024729453, 0.93286026]",,,,,,,,,,,,,,,,,,,positive
75.0,75.0,71.0,0.3333333333333333,neutral,"Bin froh ist die @FDP_Liberalen-Basis in Sachen Pestizideinsatz in der Landwirtschaft nun auf derselben Linie wie die @Jungfreisinnige. Der Umweltschutz muss bei Direktzahlungen besser berücksichtigt werden, wobei wir Verbote klar ablehnen.

https://t.co/dLM5y6zFU7",froh basis sachen pestizideinsatz landwirtschaft linie umweltschutz direktzahlungen gut berücksichtigen wobei verbote klaren ablehnen,,,,,,,,,,,,,,,,,,,"{'Bin': 0, 'froh': 0, 'ist': 0.01, 'die': 0.03, '-Basis': 0, 'in': 1.0, 'Sachen': 0, 'Pestizideinsatz': 0.04, 'der': 0.03, 'Landwirtschaft': 0.03, 'nun': 0, 'auf': 0.04, 'derselben': 0.03, 'Linie': 0.04, 'wie': 0, 'Der': 0.03, 'Umweltschutz': 0.16, 'muss': 0.05, 'bei': 0, 'Direktzahlungen': 0.8049999999999999, 'besser': 0.31, 'berücksichtigt': 0.6525, 'werden': 0, 'wobei': 0, 'wir': 0, 'Verbote': 0, 'klar': 0, 'ablehnen': 0}",neutral,"[0.54722995, 0.014819176, 0.43795097]",,,,,,,"{'Bin': 0, 'froh': 0, 'ist': 0.03, 'die': 0.01, '-Basis': 0, 'in': 0.14, 'Sachen': 0, 'Pestizideinsatz': 0.03, 'der': 0.01, 'Landwirtschaft': 0.04, 'nun': 0, 'auf': 0.01, 'derselben': 0.02, 'Linie': 0.03, 'wie': 0, 'Der': 0.01, 'Umweltschutz': 0.5750000000000001, 'muss': 0.03, 'bei': 0, 'Direktzahlungen': 0.115, 'besser': 0.72, 'berücksichtigt': 0.21000000000000002, 'werden': 0, 'wobei': 0, 'wir': 0, 'Verbote': 0, 'klar': 0, 'ablehnen': 0}",positive,"[0.18808556, 0.14763676, 0.6642777]",,,,,,,,,,,,,,,,"{'Bin': 0, 'froh': 0, 'ist': 0.01, 'die': 0.01, '-Basis': 0, 'in': 0.05, 'Sachen': 0, 'Pestizideinsatz': 0.51, 'der': 0.01, 'Landwirtschaft': 1.0, 'nun': 0, 'auf': 0.01, 'derselben': 0.015, 'Linie': 0.02, 'wie': 0, 'Der': 0.01, 'Umweltschutz': 0.05, 'muss': 0.15, 'bei': 0, 'Direktzahlungen': 0.02, 'besser': 0.01, 'berücksichtigt': 0.0175, 'werden': 0, 'wobei': 0, 'wir': 0, 'Verbote': 0, 'klar': 0, 'ablehnen': 0}",neutral,"[0.9549146, 0.015476264, 0.02960913]",positive
100.0,100.0,86.0,0.7,neutral,"RT @RBuholzer: Höchste Zeit für ein Abkommen mit den #USA : Ein #Freihandelsabkommen mit den USA, das der Exportwirtschaft beider Länder Er…",hoch zeit abkommen usa freihandelsabkommen usa exportwirtschaft beid länder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Höchste': 0, 'Zeit': 0.1, 'für': 0.12, 'ein': 0, 'Abkommen': 0.16, 'mit': 0.17, 'den': 0.14, 'USA': 0.1, 'Ein': 0.12, 'Freihandelsabkommen': 0, 'das': 0.22, 'der': 0.14, 'Exportwirtschaft': 0.16499999999999998, 'beider': 0.14, 'Länder': 0.42, 'Er': 0.18, '…': 0}",positive,"[0.33759537, 0.17182207, 0.49058253]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,negative,"SP und Grüne lehnen FDP Postulat ""Entwicklungshilfe im Ausland, Förderung von lokalen KMU mittels Impact Investments und Financial Inclusion im Umfang von mindestens der Hälfte der gesprochenen Geldern"" im #grzh ab. Verpasste Chance für mehr Effektivität in der Entwicklungshilfe.",sp grüne lehnen fdp postulat entwicklungshilfe ausland förderung lokal kmu mittels impact investments financial inclusion umfang mindestens hälfte gesprochen geldern grzh ab verpasste chance mehr effektivität entwicklungshilfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'SP': 0.02, 'und': 0.03, 'Grüne': 0, 'lehnen': 0, 'FDP': 0.03, 'Postulat': 0.07, 'Entwicklungshilfe': 0.08, 'im': 0, 'Ausland': 0.02, 'Förderung': 0.01, 'von': 0, 'lokalen': 0.02, 'KMU': 0, 'mittels': 0.045, 'Impact': 0.05, 'Investments': 0.03, 'Financial': 0.01, 'Inclusion': 0.03, 'Umfang': 0, 'mindestens': 0.03, 'der': 0.04, 'Hälfte': 0.03, 'gesprochenen': 0, 'Geldern': 0.03, 'grzh': 0.08, 'ab': 0, 'Verpasste': 1.0, 'Chance': 0, 'für': 0.2, 'mehr': 0.26, 'Effektivität': 0.25, 'in': 0.07}",negative,"[0.019436559, 0.64219254, 0.3383709]",,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Angriffe auf Sicherheitskräfte sind in einem Rechtsstaat ein NO GO: Täter/innen gehören zur Rechenschaft gezogen. Unglaubliche Zustände in der Stadt Zürich und nicht das erste Mal, dass politisch motivierte Gewalt in der Öffentlichkeit stattfindet. Wann handelt die Exekutive?",angriffe sicherheitskräfte rechtsstaat no go täter innen gehören rechenschaft ziehen unglaublich zustände stadt zürich erste mal politisch motivieren gewalt öffentlichkeit stattfinden wann handeln exekutive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Angriffe': 0.03, 'auf': 0.02, 'Sicherheitskräfte': 0.02, 'sind': 0.04, 'in': 0.01, 'einem': 0, 'Rechtsstaat': 0.02, 'ein': 0, 'NO': 0.02, 'GO': 0.01, 'Täter': 0, 'innen': 0, 'gehören': 0, 'zur': 0.1, 'Rechenschaft': 0, 'gezogen': 0, 'Unglaubliche': 0, 'Zustände': 0.05, 'der': 0.1, 'Stadt': 0.01, 'Zürich': 0, 'und': 0.04, 'nicht': 0.03, 'das': 0.03, 'erste': 0.02, 'Mal': 0, 'dass': 0.03, 'politisch': 0.02, 'motivierte': 0.02, 'Gewalt': 0.03, 'Öffentlichkeit': 0, 'stattfindet': 0.01, 'Wann': 1.0, 'handelt': 0, 'die': 0.1, 'Exekutive': 0.23}",positive,"[0.07874518, 0.20243113, 0.71882373]",,,,,,,,,,neutral
75.0,75.0,71.0,0.2333333333333333,neutral,"Wir @FDP_Liberalen unterstützen in der Botschaft zur Förderung von Bildung, Innovation und Forschung zusätzliche Gelder für Weiterbildung, den ETH Bereich und weitere Institutionen - mitunter auch, weil Bildung unsere Grundlage für Jobs ist. Gerade im Strukturwandel wichtig!",unterstützen botschaft förderung bildung innovation forschung zusätzliche gelder weiterbildung eth bereich weit institutionen mitunter bildung grundlage jobs gerade strukturwandel wichtig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Wir': 0.25, 'unterstützen': 0.17, 'in': 0.03, 'der': 0.06, 'Botschaft': 0.22, 'zur': 0.21, 'Förderung': 0.17, 'von': 0, 'Bildung': 0.06, 'Innovation': 0.31, 'und': 0.03, 'Forschung': 0.18, 'zusätzliche': 0.09, 'Gelder': 0.15, 'für': 0.02, 'Weiterbildung': 0.06, 'den': 0.06, 'ETH': 0.04, 'Bereich': 0, 'weitere': 0.06, 'Institutionen': 0.06, 'mitunter': 0.04, 'auch': 0, 'weil': 0.04, 'unsere': 0.03, 'Grundlage': 0.03, 'Jobs': 0.04, 'ist': 0.03, 'Gerade': 0, 'im': 0, 'Strukturwandel': 0.05, 'wichtig': 0.06}",positive,"[0.0052116644, 0.00288452, 0.99190384]",,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,@Jungfreisinnige In 14 Jahren (2033) ist das Defizit der AHV grösser als die heutigen Ausgaben des Bundes für Bildung und Forschung.,jahren defizit ahv grösser heutig ausgaben bundes bildung forschung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'In': 0.09, '14': 0, 'Jahren': 0.05, '2033': 0, 'ist': 0, 'das': 0, 'Defizit': 0.07, 'der': 0.08, 'AHV': 0.07, 'grösser': 0.13, 'als': 0, 'die': 0.08, 'heutigen': 0, 'Ausgaben': 0, 'des': 0, 'Bundes': 0.16, 'für': 0, 'Bildung': 1.0, 'und': 1.0, 'Forschung': 0.65}",neutral,"[0.9792047, 0.004103425, 0.016691888]",,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"@paedi_n @phil_liberal Private und Firmen investieren auch in Bildung, Forschung und Infrastruktur #nurso #innovation",privat firmen investieren bildung forschung infrastruktur nurso innovation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Private': 0.37, 'und': 0.1, 'Firmen': 0.34, 'investieren': 1.0, 'auch': 1.0, 'in': 0.23, 'Bildung': 0.24, 'Forschung': 0.13, 'Infrastruktur': 0.15, 'nurso': 0, 'innovation': 0.16}",positive,"[0.40864423, 0.016649382, 0.57470644]",,,,,,,neutral
100.0,100.0,100.0,0.85,neutral,"RT @RuediNoser: Lieber Fritz Schiesser, Danke für deinen grossen Einsatz für die ETH und den Bildungs- und Forschungsstandort Schweiz. @ETH…",lieb fritz schiesser danke grossen einsatz eth bildungs forschungsstandort schweiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Lieber': 0.09, 'Fritz': 0.03, 'Schiesser': 0.06, 'Danke': 0.145, 'für': 1.0, 'deinen': 0, 'grossen': 0, 'Einsatz': 0, 'die': 0, 'ETH': 0.09, 'und': 0.25, 'den': 0, 'Bildungs-': 0, 'Forschungsstandort': 0.905, 'Schweiz': 0.11, '…': 0}",positive,"[0.0037714178, 0.0009239816, 0.9953046]",,,,,,,positive
100.0,100.0,100.0,0.7999999999999999,neutral,.@_BR_JSA appelliert an konkrete Lösungen für die übernächste Generation. Resultate sind wichtiger als Ankündigungen: 1) Perspektive für möglichst alle Menschen in der Schweiz 2) Wettbewerbsfähige Wirtschaft 3) starke Bildung&amp;Forschung 4) Die CH insgesamt muss gut darstehen 👍👍,appellieren konkrete lösungen übernächst generation resultate wichtig ankündigungen perspektive möglichst all menschen schweiz wettbewerbsfähige wirtschaft starke bildung amp forschung ch insgesamt gut darstehen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'appelliert': 0.05, 'an': 0, 'konkrete': 0.05, 'Lösungen': 0.03, 'für': 0.07, 'die': 0.06, 'übernächste': 0.03, 'Generation': 0.02, 'Resultate': 0.07, 'sind': 0.03, 'wichtiger': 0.105, 'als': 0.03, 'Ankündigungen': 0.03, '1': 0, 'Perspektive': 0, 'möglichst': 0.04, 'alle': 0, 'Menschen': 0.05, 'in': 0.04, 'der': 0.06, 'Schweiz': 0.04, '2': 0, 'Wettbewerbsfähige': 0.09, 'Wirtschaft': 0, '3': 0, 'starke': 0, 'Bildung&amp;Forschung': 0.635, '4': 0, 'Die': 0.06, 'CH': 0.04, 'insgesamt': 0.04, 'muss': 0.02, 'gut': 0, 'darstehen': 0}",positive,"[0.0009926035, 0.0011660778, 0.99784124]",,,,,,,positive
100.0,100.0,86.0,0.7,negative,"❌ Autofreie Städte, obwohl selbstfahrende, CO2-neutrale Autos wohl bald Mainstream sind?

❌ Günstigeren öffentlichen Verkehr, obwohl das die Zersiedelung fördert?

👉 Meine Kommentare zu den Vorschlägen der Jungen Grünen:
https://t.co/DJiXm9GAdJ #Klimastreik @watson_news",autofreie städte obwohl selbstfahrende co2 neutral autos wohl bald mainstream günstig öffentlich verkehr obwohl zersiedelung fördern kommentare vorschlägen jung grün klimastreik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Autofreie': 0, 'Städte': 0.05, 'obwohl': 0.04, 'selbstfahrende': 0, 'CO2-neutrale': 0, 'Autos': 0, 'wohl': 0, 'bald': 0, 'Mainstream': 0.05, 'sind': 0, 'Günstigeren': 0.04, 'öffentlichen': 0.03, 'Verkehr': 0, 'das': 0, 'die': 0.09, 'Zersiedelung': 0, 'fördert': 0.05, 'Meine': 0.07, 'Kommentare': 0.17, 'zu': 0, 'den': 0.09, 'Vorschlägen': 0, 'der': 0.09, 'Jungen': 0, 'Grünen': 0.09, 'Klimastreik': 0.78}",negative,"[0.25178418, 0.67516744, 0.073048346]",,,,positive
75.0,75.0,86.0,0.4666666666666666,neutral,.@ChristianLevrat fordert mehr Investitionen in den öffentlichen Verkehr als eine Antwort auf den #Klimawandel. Ob das seine MitgenossInnen in Zürich auch so sehen #Rosengarten? Die @fdp_zh unterstützte in der Vergangenheit konsequent Infrastrukturprojekte im Kanton Zürich.,fordern mehr investitionen öffentlich verkehr antwort klimawandel mitgenossinnen zürich sehen rosengarten unterstützen vergangenheit konsequent infrastrukturprojekte kanton zürich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'fordert': 0.18, 'mehr': 0.05, 'Investitionen': 0, 'in': 0.4, 'den': 0.11, 'öffentlichen': 0.09, 'Verkehr': 0, 'als': 0.03, 'eine': 0, 'Antwort': 0, 'auf': 0, 'Klimawandel': 0.07500000000000001, 'Ob': 0, 'das': 0.06, 'seine': 0.07, 'MitgenossInnen': 0.06, 'Zürich': 0, 'auch': 0, 'so': 0, 'sehen': 0.15, 'Rosengarten': 0.17, 'Die': 0.11, 'unterstützte': 1.0, 'der': 0.11, 'Vergangenheit': 0.88, 'konsequent': 0, 'Infrastrukturprojekte': 0.86, 'im': 0, 'Kanton': 0.15}",neutral,"[0.81627274, 0.15956387, 0.024163356]",,,,positive
