answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3415,absa_sentiment_3415,absa_scores_3415,absa_token_weights_3417,absa_sentiment_3417,absa_scores_3417,absa_token_weights_3419,absa_sentiment_3419,absa_scores_3419,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3441,absa_sentiment_3441,absa_scores_3441,absa_token_weights_3444,absa_sentiment_3444,absa_scores_3444,absa_token_weights_3449,absa_sentiment_3449,absa_scores_3449,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3469,absa_sentiment_3469,absa_scores_3469,absa_token_weights_3472,absa_sentiment_3472,absa_scores_3472,absa_token_weights_3473,absa_sentiment_3473,absa_scores_3473,absa_token_weights_3475,absa_sentiment_3475,absa_scores_3475,absa_token_weights_3476,absa_sentiment_3476,absa_scores_3476,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
100.0,100.0,100.0,1.0,neutral,"@Angelika_Ruider JA zu einer flexiblen 18-wöchigen Elternzeit. Nicht länger. Nein zu einer einjährigen Elternzeit. Man kann sich hier nicht mit Schweden vergleichen, wenn man dem Grundsatz einer ökosozialen Marktwirtschaft und einem qualitativen Wirtschaftswachstum folgt. Für den Werkplatz CH.",ja flexibel wöchigen elternzeit lang nein einjährig elternzeit schweden vergleichen grundsatz ökosozialen marktwirtschaft qualitativ wirtschaftswachstum folgen werkplatz ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'JA': 0.16, 'zu': 0.05, 'einer': 0.02, 'flexiblen': 0.08, '18-wöchigen': 0.045, 'Elternzeit': 0.11499999999999999, 'Nicht': 0, 'länger': 0.03, 'Nein': 0.02, 'einjährigen': 0, 'Man': 0, 'kann': 0, 'sich': 0, 'hier': 0.04, 'nicht': 0, 'mit': 0, 'Schweden': 0.17, 'vergleichen': 0.065, 'wenn': 0.04, 'man': 0, 'dem': 0.07, 'Grundsatz': 0.25, 'ökosozialen': 0, 'Marktwirtschaft': 0.845, 'und': 0.16, 'einem': 0.02, 'qualitativen': 0.35, 'Wirtschaftswachstum': 0.3, 'folgt': 0, 'Für': 0.06, 'den': 0.09, 'Werkplatz': 0, 'CH': 0.08}",positive,"[0.01573582, 0.0060217064, 0.97824246]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,@teanarcholele @MarcWilli2 @BDPSchweiz @Mitte_Centre Und das ist grade in der Schweiz der Fall. Die ökosziale Marktwirtschaft.,grade schweiz fall ökosziale marktwirtschaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Und': 0.07, 'das': 0.09, 'ist': 0, 'grade': 0, 'in': 0.05, 'der': 1.0, 'Schweiz': 0.12, 'Fall': 0, 'Die': 1.0, 'ökosziale': 0, 'Marktwirtschaft': 0.635}",positive,"[0.0012779727, 0.0012088161, 0.9975132]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,@furkan_s_oguz @MarcWilli2 @BDPSchweiz @Mitte_Centre Die Mitte ist bekannt für die ökosoziale Marktwirtschaft.,mitte bekennen ökosoziale marktwirtschaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 1.0, 'Mitte': 0, 'ist': 0.14, 'bekannt': 0.6, 'für': 0.58, 'die': 1.0, 'ökosoziale': 0, 'Marktwirtschaft': 0.635}",positive,"[0.0012476364, 0.0010357385, 0.99771667]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
0.0,0.0,14.0,-0.6599999999999999,negative,"@Angelika_Ruider @WohlgensingerN Man kann keinem verbieten, zu rauchen. Das ist Eingriff in die Privatsphäre und in die Marktwirtschaft. Man muss nicht immer alles verbieten. Wenn es verboten ist, gehen sie halt einfach ins Ausland. Und dann haben wir wieder mehr unerwünschten Einkaufstourismus.",verbieten rauchen eingreifen privatsphäre marktwirtschaft immer verbieten verbieten gehen halt einfach ausland mehr unerwünscht einkaufstourismus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Man': 0, 'kann': 0.02, 'keinem': 0, 'verbieten': 0.04, 'zu': 0.01, 'rauchen': 0, 'Das': 1.0, 'ist': 0.09, 'Eingriff': 0, 'in': 0, 'die': 1.0, 'Privatsphäre': 0.42, 'und': 0.02, 'Marktwirtschaft': 0.78, 'muss': 0.01, 'nicht': 0, 'immer': 0.04, 'alles': 0.06, 'Wenn': 0, 'es': 0.09, 'verboten': 0.06, 'gehen': 0, 'sie': 0, 'halt': 0, 'einfach': 0, 'ins': 0, 'Ausland': 0.03, 'Und': 0.02, 'dann': 0.02, 'haben': 0.02, 'wir': 0, 'wieder': 0.03, 'mehr': 0.02, 'unerwünschten': 0, 'Einkaufstourismus': 0.03}",positive,"[0.0040116957, 0.0019915313, 0.99399674]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,86.0,0.7,neutral,"Einführung eines obligatorischen GAV`s für das Pflegepersonal und alle weiteren Branchen. JA zur Auchtung der Menschenwürde in der Wirtschaft. JA zu branchenspezifischen Mindestlöhnen. JA zu der sozialen Marktwirtschaft.

https://t.co/fGWQJOopeP",einführung obligatorisch gav s pflegepersonal all weit branchen ja auchtung menschenwürde wirtschaft ja branchenspezifischen mindestlöhnen ja sozial marktwirtschaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Einführung': 0.11, 'eines': 0, 'obligatorischen': 0.08, 'GAV': 0.05, 's': 0, 'für': 0.04, 'das': 0, 'Pflegepersonal': 0.025, 'und': 0.03, 'alle': 0, 'weiteren': 0, 'Branchen': 0.05, 'JA': 0.03, 'zur': 0.56, 'Auchtung': 0, 'der': 0.19, 'Menschenwürde': 0.045, 'in': 0.04, 'Wirtschaft': 0, 'zu': 0.93, 'branchenspezifischen': 0, 'Mindestlöhnen': 0.12, 'sozialen': 0.06, 'Marktwirtschaft': 0.195}",positive,"[0.0028006935, 0.0015394901, 0.99565977]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @LucioSansano: Gehen wir mit der Zeit und sagen JA zum Fortschritt, JA zur Digitalisierung und JA zu einem raschen Ausbau von #5G. @CHAN…",gehen zeit sagen ja fortschritt ja digitalisierung ja rasch ausbau g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Gehen': 0, 'wir': 0, 'mit': 0.04, 'der': 0.1, 'Zeit': 0, 'und': 0.33, 'sagen': 0.16, 'JA': 0.33, 'zum': 0.165, 'Fortschritt': 0.33, 'zur': 0.165, 'Digitalisierung': 0, 'zu': 0.23, 'einem': 0, 'raschen': 0, 'Ausbau': 0.11, 'von': 0, '5G.': 0, '…': 0}",positive,"[0.0033623076, 0.002283986, 0.9943538]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
75.0,75.0,71.0,0.35,neutral,"@furkan_s_oguz Die GLP legt ja die Schwerpunkte auch mehr auf Globalisierung, Digitalisierung, restriktive Finanzpolitik, Umwelt und Wirtschaft. Oder anders gesagt: Man ist für Globalisierung und die Umwelt und die Wirtschaft (Widerspruch in sich!) Der Rechtsstaat hat nicht die GLP geprägt.",glp legen ja schwerpunkte mehr globalisierung digitalisierung restriktive finanzpolitik umwelt wirtschaft sagen globalisierung umwelt wirtschaft widerspruch rechtsstaat glp prägen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.04, 'GLP': 0.1, 'legt': 0, 'ja': 0.03, 'die': 0.04, 'Schwerpunkte': 0, 'auch': 0.09, 'mehr': 0.1, 'auf': 0.21, 'Globalisierung': 0.09, 'Digitalisierung': 0, 'restriktive': 0.28, 'Finanzpolitik': 0.18, 'Umwelt': 0.05, 'und': 0.03, 'Wirtschaft': 0, 'Oder': 0.03, 'anders': 0, 'gesagt': 0, 'Man': 0, 'ist': 0, 'für': 0.03, 'Widerspruch': 0.05, 'in': 0.02, 'sich': 0, 'Der': 0.04, 'Rechtsstaat': 0, 'hat': 0, 'nicht': 0.02, 'geprägt': 0}",negative,"[0.26590544, 0.5805025, 0.15359206]",,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"JA zu 5G! Ja zum Zusammenhalt der Landesteile mit all ihren Randregionen und JA zur Digitalisierung und NEIN zu überemotionalen und faktenlosen Gesundheitswahn wegen einer völlig unproblematischen Technologie. NEIN zum Innovationsverbot. JA zu 5G!
https://t.co/UNNpqEKYa9",ja g ja zusammenhalt landesteile all randregionen ja digitalisierung nein überemotionalen faktenlosen gesundheitswahn wegen völlig unproblematisch technologie nein innovationsverbot ja g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'JA': 0.05, 'zu': 1.0, 'G': 0, 'Ja': 0.05, 'zum': 0.555, 'Zusammenhalt': 0.05, 'der': 0.11, 'Landesteile': 0.04375, 'mit': 0.03, 'all': 0.03, 'ihren': 0, 'Randregionen': 0, 'und': 0.05, 'zur': 0.555, 'Digitalisierung': 0, 'NEIN': 0.32, 'überemotionalen': 0.14, 'faktenlosen': 0.11, 'Gesundheitswahn': 0.04, 'wegen': 0.1, 'einer': 0, 'völlig': 0, 'unproblematischen': 0.14, 'Technologie': 0.05, 'Innovationsverbot': 0.20500000000000002}",positive,"[0.0017240279, 0.0014704543, 0.99680555]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Discuss it Podium zur Digitalisierung im Arbeitsmarkt 4.0 und Parteienbasar. Ich habe die JCVP vertreten. https://t.co/I8VZkcznMX,discuss it podium digitalisierung arbeitsmarkt parteienbasar jcvp vertreten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Discuss': 0.53, 'it': 0.26, 'Podium': 0.42, 'zur': 0.05, 'Digitalisierung': 0, 'im': 0, 'Arbeitsmarkt': 0.05, '4.0': 0, 'und': 0.18, 'Parteienbasar': 0.065, 'Ich': 0.09, 'habe': 0, 'die': 0.05, 'JCVP': 0.05, 'vertreten': 0}",neutral,"[0.9795603, 0.0032505468, 0.017189015]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Die widersprüchliche Energiepolitik von Rotgrün: wir sind gegen die Erhöhung der Staumauern, wegen des Umweltschutzes (Arvenwälder).

#srf https://t.co/pxz2ZcOXwp",widersprüchliche energiepolitik rotgrün erhöhung staumauern wegen umweltschutzes arvenwälder srf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.22, 'widersprüchliche': 0.26, 'Energiepolitik': 0.29500000000000004, 'von': 0, 'Rotgrün': 0.14, 'wir': 0, 'sind': 0.61, 'gegen': 1.0, 'die': 0.22, 'Erhöhung': 0, 'der': 0.22, 'Staumauern': 0, 'wegen': 0.77, 'des': 0, 'Umweltschutzes': 0.45999999999999996, 'Arvenwälder': 0, 'srf': 0.09}",positive,"[0.07683718, 0.065023, 0.85813975]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,14.0,-0.7,neutral,@jungegruene_ch Leider kann mit Umweltschutz allein nichts erreicht werden. Insbesondere einem Umweltschutz der der erneuerbaren Energiezukunft im Wege steht.,leider umweltschutz allein erreichen insbesondere umweltschutz erneuerbaren energiezukunft wege stehen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Leider': 0.52, 'kann': 0.48, 'mit': 0.34, 'Umweltschutz': 0.1, 'allein': 0.29, 'nichts': 1.0, 'erreicht': 1.0, 'werden': 0, 'Insbesondere': 0.245, 'einem': 0, 'der': 0.04, 'erneuerbaren': 0.16, 'Energiezukunft': 0.04, 'im': 0, 'Wege': 0, 'steht': 0.11}",positive,"[0.015004304, 0.038905863, 0.94608986]",,,,,,,,,,,,,"{'Leider': 0.58, 'kann': 0.68, 'mit': 0.62, 'Umweltschutz': 0.1, 'allein': 0.34, 'nichts': 1.0, 'erreicht': 1.0, 'werden': 0, 'Insbesondere': 0.22999999999999998, 'einem': 0, 'der': 0.05, 'erneuerbaren': 0.05, 'Energiezukunft': 0.05, 'im': 0, 'Wege': 0, 'steht': 0.06}",positive,"[0.06422202, 0.43422532, 0.5015527]",,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,RT @wanner_fabio: - Beim Freihandelsabkommen wurde auf Umweltschutz ausschliesslich Rücksicht genommen...so dass sogar der @WWF_Schweiz nic…,beim freihandelsabkommen umweltschutz ausschliesslich rücksicht nehmen sogar nic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Beim': 0.05, 'Freihandelsabkommen': 0, 'wurde': 0, 'auf': 0, 'Umweltschutz': 0.235, 'ausschliesslich': 0, 'Rücksicht': 1.0, 'genommen': 0, '...': 0, 'so': 0.27, 'dass': 0.19, 'sogar': 0.2, 'der': 0.05, 'nic': 0, '…': 0}",neutral,"[0.57701516, 0.09178056, 0.33120427]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,0.85,neutral,"Die Grimsel-Staumauer darf nicht erhöht werden und wegen wem? Von den Grünen in den Natur- und Umweltschutzorganisationen. Die Grünen mit ihrem Klima-Alarmismus, aber selber nichts zur Verbesserung beizutragen, ist der beste Grund den Grünen fernzubleiben.
https://t.co/gdtEaZfXG5",grimsel staumauer dürfen erhöhen wegen wer grün natur umweltschutzorganisationen grün klima alarmismus selber verbesserung beitragen gut grund grün fernbleiben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.04, 'Grimsel-Staumauer': 0.10500000000000001, 'darf': 0.05, 'nicht': 0.02, 'erhöht': 0, 'werden': 0, 'und': 0.32, 'wegen': 0.03, 'wem': 0, 'Von': 0.02, 'den': 0.04, 'Grünen': 0.1, 'in': 0.3, 'Natur-': 0, 'Umweltschutzorganisationen': 0.8225, 'mit': 0.04, 'ihrem': 0, 'Klima-Alarmismus': 0.095, 'aber': 0.02, 'selber': 0, 'nichts': 0, 'zur': 0.03, 'Verbesserung': 0.1, 'beizutragen': 0.02, 'ist': 0.03, 'der': 0.04, 'beste': 0, 'Grund': 0, 'fernzubleiben': 0.025}",positive,"[0.00781082, 0.002691303, 0.9894979]",,,,,,,,,,,,,,,,,,,,,,,,,positive
0.0,0.0,0.0,-1.0,neutral,"Der Windpark Lindenberg ist, gemäss CVP als Chance zu sehen. Gegenparteien: SVP (Landschaftsschutz?!), GLP (grünliberal?!), SP (grün?!), Grüne (Umweltschutz gefährdet?!), FDP (plötzlich grün?!), EVP (nichts Sozialkonservatives?!). 

https://t.co/96kPnM6RVU via @AargauerZeitung",windpark lindenberg gemäss cvp chance sehen gegenparteien svp landschaftsschutz glp grünliberal sp grün grüne umweltschutz gefährden fdp plötzlich grün evp sozialkonservatives via,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Der': 0.02, 'Windpark': 0.02, 'Lindenberg': 0.02, 'ist': 0.02, 'gemäss': 0.015, 'CVP': 0.04, 'als': 0.02, 'Chance': 0, 'zu': 0.01, 'sehen': 0, 'Gegenparteien': 0, 'SVP': 0, 'Landschaftsschutz': 0.065, 'GLP': 0.07, 'grünliberal': 0.04, 'SP': 0.03, 'grün': 0.01, 'Grüne': 0.01, 'Umweltschutz': 0.025, 'gefährdet': 0.1, 'FDP': 0.03, 'plötzlich': 0.02, 'EVP': 0, 'nichts': 0.02, 'Sozialkonservatives': 0.015, 'via': 0.04}",neutral,"[0.5653913, 0.07051205, 0.36409673]",,,,,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,86.0,0.7,neutral,"Die CVP-Nationalrätin und Kantonalpräsidentin Marianne Binder-Keller​ positioniert die CVP Aargau in einem wirtschaftsfreundlichen Licht, in dem Anliegen zum Umweltschutz und die soziale Frage Platz finden können.  @BinderMarianne 
https://t.co/EcW6bJclzf via @AargauerZeitung",cvp nationalrätin kantonalpräsidentin marianne binder keller positionieren cvp aargau wirtschaftsfreundlichen licht anliegen umweltschutz soziale fragen platz finden via,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.09, 'CVP-Nationalrätin': 0.07, 'und': 1.0, 'Kantonalpräsidentin': 0.075, 'Marianne': 0.05, 'Binder-Keller\u200b': 0.08, 'positioniert': 0, 'die': 0.09, 'CVP': 0.08, 'Aargau': 0.11, 'in': 0.14, 'einem': 0, 'wirtschaftsfreundlichen': 0, 'Licht': 0.12, 'dem': 0.09, 'Anliegen': 0, 'zum': 0.09, 'Umweltschutz': 0.585, 'soziale': 0.59, 'Frage': 0, 'Platz': 0.21, 'finden': 0.26, 'können': 0, 'via': 0.21}",positive,"[0.009221907, 0.0018419768, 0.9889361]",,,,,,,,,,,,,,,,,,,,,,,,,positive
0.0,0.0,14.0,-0.7,negative,"RT @BinderMarianne: „Wer hats erfunden?
Pioniere der Umweltschutz-Gesetzgebung waren keine Linken. Dass die Schweiz den Umweltschutz früher…",wer hats erfinden pioniere umweltschutz gesetzgebung link schweiz umweltschutz früh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'„': 0, 'Wer': 0, 'hats': 0, 'erfunden': 0, 'Pioniere': 0, 'der': 0, 'Umweltschutz-Gesetzgebung': 0, 'waren': 0, 'keine': 0, 'Linken': 0, 'Dass': 0, 'die': 0, 'Schweiz': 0, 'den': 0, 'Umweltschutz': 0, 'früher': 0, '…': 0}",neutral,"[0.7518494, 0.12785967, 0.12029092]",,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,"Die CVP war schon grün, bevor die Grüne Partei und die GLP überhaupt geboren wurden, z.B. der Umweltschutzartikel (1971) ist eine CVP-Idee.",cvp schon grün bevor grüne partei glp überhaupt gebären z b umweltschutzartikel cvp idee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.33, 'CVP': 0.16, 'war': 0, 'schon': 0, 'grün': 0.06, 'bevor': 0.05, 'die': 0.33, 'Grüne': 0.06, 'Partei': 0.07, 'und': 0.03, 'GLP': 0.09, 'überhaupt': 0, 'geboren': 0.13, 'wurden': 0, 'z.B.': 0, 'der': 0.33, 'Umweltschutzartikel': 0.625, 'ist': 0.25, 'eine': 0, 'CVP-Idee': 0}",neutral,"[0.510828, 0.06682582, 0.42234623]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Der EU-Beitritt gemäss der SP Schweiz ist keine Lösung. Die Isolation gemäss SVP ist ebenfalls kein gangbarer Weg. Es braucht den Weg der Mitte mit den bilateralen Beziehungen mit der EU. https://t.co/FyU9VXM24S via @SRF,eu beitreten gemäss sp schweiz lösung isolation gemäss svp ebenfalls gangbar brauchen mitte bilateral beziehungen eu via,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Der': 0.01, 'EU-Beitritt': 0.335, 'gemäss': 0.04, 'der': 0.01, 'SP': 0.08, 'Schweiz': 0.18, 'ist': 0.07, 'keine': 0, 'Lösung': 1.0, 'Die': 0.01, 'Isolation': 0.15, 'SVP': 0, 'ebenfalls': 0, 'kein': 0, 'gangbarer': 0, 'Weg': 0, 'Es': 0.07, 'braucht': 0, 'den': 0.01, 'Mitte': 0.16, 'mit': 0.02, 'bilateralen': 0.04, 'Beziehungen': 0, 'EU': 0, 'via': 0.05}",negative,"[0.07563315, 0.88775957, 0.036607284]",,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"@GauhlB @ZStadtfux Wenn er nicht Präsident wäre, würde er sich ohne Zögern für einen EU-Beitritt stark machen. Und ich wäre mir nicht so sicher, ob er dies verbergen kann. In der Arena hat er ganz klar den EU-Beitritt forciert. Sehe ich da eine Spaltung der Partei?",präsident zögern eu beitreten stark sichern verbergen arena ganz klaren eu beitreten forcieren sehen spaltung partei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Wenn': 0, 'er': 0, 'nicht': 0.02, 'Präsident': 0.04, 'wäre': 0.03, 'würde': 0.03, 'sich': 0, 'ohne': 0, 'Zögern': 0, 'für': 0.02, 'einen': 0.13, 'EU-Beitritt': 0.02, 'stark': 0, 'machen': 1.0, 'Und': 0.03, 'ich': 0.12, 'mir': 0, 'so': 0.03, 'sicher': 0, 'ob': 0, 'dies': 0, 'verbergen': 0.03, 'kann': 0, 'In': 0.08, 'der': 0.1, 'Arena': 0.07, 'hat': 0, 'ganz': 0, 'klar': 0, 'den': 0.1, 'forciert': 0, 'Sehe': 0.24, 'da': 0, 'eine': 0, 'Spaltung': 0, 'Partei': 0.19}",neutral,"[0.8154633, 0.16596448, 0.018572181]",,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"@ZStadtfux Ich hätte jetzt doch gedacht, dass die SP den EU-Beitritt forcieren will.",gedenken sp eu beitreten forcieren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ich': 0.37, 'hätte': 0, 'jetzt': 0.85, 'doch': 0, 'gedacht': 1.0, 'dass': 0.63, 'die': 0.06, 'SP': 0.13, 'den': 0.06, 'EU-Beitritt': 0.125, 'forcieren': 0.28, 'will': 0}",neutral,"[0.8307135, 0.14768052, 0.02160598]",,,,,,,,,,,,,,,,,,,,,,neutral
75.0,75.0,71.0,0.2333333333333333,negative,"@uelifisch @faznet Und ja, ich hoffe auch, dass sich die vernünftigen Parteien zu einer Stärkung des Bilateralen Wegs zusammenraufen. Die SP und die SVP haben sich ja schon mit Forderungen nach dem EU-Beitritt bzw. nach der Isolation dafür disqualifiziert.",ja hoffen vernünftig parteien stärkung bilateral wegs zusammenraufen sp svp ja schon forderungen eu beitreten bzw isolation dafür disqualifizieren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Und': 0.09, 'ja': 0.09, 'ich': 0.07, 'hoffe': 0.1, 'auch': 0.11, 'dass': 0.09, 'sich': 0, 'die': 0.12, 'vernünftigen': 0, 'Parteien': 0.08, 'zu': 0.06, 'einer': 0, 'Stärkung': 0, 'des': 0, 'Bilateralen': 0.09, 'Wegs': 0, 'zusammenraufen': 0.060000000000000005, 'Die': 0.12, 'SP': 0.06, 'und': 0.09, 'SVP': 0, 'haben': 0.12, 'schon': 0, 'mit': 0.14, 'Forderungen': 0, 'nach': 0, 'dem': 0.09, 'EU-Beitritt': 0.105, 'bzw.': 0, 'der': 0.12, 'Isolation': 0.28, 'dafür': 0, 'disqualifiziert': 0.12}",neutral,"[0.5927702, 0.3129639, 0.09426585]",,,,,,,,,,,,,,,,,,,,,,neutral
25.0,25.0,28.0,-0.3333333333333333,neutral,"Und nochmals: Auch die SVP Schweiz irrt, wenn sie das Aus des Rahmenabkommens als Erfolg wertet. Der Bilaterale Weg (ohne EU-Beitritt) war, ist und bleibt mehrheitsfähig. Die isolationistische SVP-Politik jedoch ist weltfremd.
https://t.co/Gj4d5BIfir via @AargauerZeitung",nochmals svp schweiz irren rahmenabkommens erfolg werten bilateral eu beitreten bleiben mehrheitsfähig isolationistische svp politik jedoch weltfremd via,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Und': 0.05, 'nochmals': 0.36, 'Auch': 0, 'die': 0.15, 'SVP': 0, 'Schweiz': 0.16, 'irrt': 0.19, 'wenn': 0, 'sie': 0, 'das': 0, 'Aus': 0, 'des': 0, 'Rahmenabkommens': 0.07, 'als': 0.05, 'Erfolg': 0.03, 'wertet': 0, 'Der': 0.15, 'Bilaterale': 0.07, 'Weg': 0.08, 'ohne': 0.03, 'EU-Beitritt': 0.08, 'war': 0, 'ist': 0.38, 'und': 0.05, 'bleibt': 0, 'mehrheitsfähig': 0.05, 'Die': 0.15, 'isolationistische': 0, 'SVP-Politik': 0, 'jedoch': 0.17, 'weltfremd': 0.44, 'via': 1.0}",negative,"[0.17998837, 0.6995053, 0.120506324]",,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,86.0,0.7,neutral,"Nach dem Aus des Rahmenabkommens muss der Bilaterale Weg weiter gestärkt werden (OHNE EU-Beitritt) und zwar mit einem Abkommen, dass die direkte Demokratie, den Lohnschutz und den Föderalismus nicht beschneidet. JA zum Bilateralen Weg.
https://t.co/XaFUBQtbgo #fplus via @faznet",rahmenabkommens bilateral weit stärken eu beitreten abkommen direkt demokratie lohnschutz föderalismus beschneiden ja bilateral fplus via,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Nach': 1.0, 'dem': 0.635, 'Aus': 0, 'des': 0, 'Rahmenabkommens': 0.07, 'muss': 1.0, 'der': 0.27, 'Bilaterale': 0.13, 'Weg': 0.49, 'weiter': 0.08, 'gestärkt': 0.08, 'werden': 0, 'OHNE': 0.05, 'EU-Beitritt': 0.04, 'und': 0.05, 'zwar': 0.08, 'mit': 0.08, 'einem': 0, 'Abkommen': 0.1, 'dass': 0.08, 'die': 0.27, 'direkte': 0.03, 'Demokratie': 0.04, 'den': 0.27, 'Lohnschutz': 0.03, 'Föderalismus': 0.11, 'nicht': 0.14, 'beschneidet': 0, 'JA': 0.05, 'zum': 0.635, 'Bilateralen': 0.13, 'fplus': 0.18, 'via': 0.11}",positive,"[0.08981392, 0.042385206, 0.8678009]",,,,,,,,,,,,,,,,,,,,,,positive
